"LOCATION","Country","CRITERIA","Classification criteria","CUR","Measure","IND","Industry","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2011","2011","USD","US Dollar","0","Units",,,697315442,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2012","2012","USD","US Dollar","0","Units",,,667263171,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2013","2013","USD","US Dollar","0","Units",,,786025445,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2014","2014","USD","US Dollar","0","Units",,,840901490,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2015","2015","USD","US Dollar","0","Units",,,804501142,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2016","2016","USD","US Dollar","0","Units",,,773975344,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2017","2017","USD","US Dollar","0","Units",,,1079778037,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2018","2018","USD","US Dollar","0","Units",,,1102729753,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2019","2019","USD","US Dollar","0","Units",,,1420720469,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2007","2007","USD","US Dollar","0","Units",,,91675008,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2008","2008","USD","US Dollar","0","Units",,,95572989,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2009","2009","USD","US Dollar","0","Units",,,98791361,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2010","2010","USD","US Dollar","0","Units",,,116539486,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2011","2011","USD","US Dollar","0","Units",,,118889608,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2012","2012","USD","US Dollar","0","Units",,,146309255,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2013","2013","USD","US Dollar","0","Units",,,129119879,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2014","2014","USD","US Dollar","0","Units",,,146704437,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2015","2015","USD","US Dollar","0","Units",,,154597260,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2016","2016","USD","US Dollar","0","Units",,,238952948,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2017","2017","USD","US Dollar","0","Units",,,244002373,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2018","2018","USD","US Dollar","0","Units",,,291756539,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2019","2019","USD","US Dollar","0","Units",,,299325233,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2005","2005","USD","US Dollar","0","Units",,,1526298853,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2006","2006","USD","US Dollar","0","Units",,,1375552963,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2007","2007","USD","US Dollar","0","Units",,,1437713966,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2008","2008","USD","US Dollar","0","Units",,,1697972683,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2009","2009","USD","US Dollar","0","Units",,,1639997538,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2010","2010","USD","US Dollar","0","Units",,,1883008001,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2011","2011","USD","US Dollar","0","Units",,,1895187400,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2012","2012","USD","US Dollar","0","Units",,,2030899903,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2013","2013","USD","US Dollar","0","Units",,,2333038149,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2014","2014","USD","US Dollar","0","Units",,,2110855098,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2015","2015","USD","US Dollar","0","Units",,,1701922860,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2016","2016","USD","US Dollar","0","Units",,,1580437717,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2017","2017","USD","US Dollar","0","Units",,,1749720970,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2018","2018","USD","US Dollar","0","Units",,,2392235619,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2019","2019","USD","US Dollar","0","Units",,,2361260005,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2020","2020","USD","US Dollar","0","Units",,,2289047343,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2005","2005","USD","US Dollar","0","Units",,,76150928,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2006","2006","USD","US Dollar","0","Units",,,104355495,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2007","2007","USD","US Dollar","0","Units",,,151522975,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2008","2008","USD","US Dollar","0","Units",,,201191805,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2009","2009","USD","US Dollar","0","Units",,,175647439,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2010","2010","USD","US Dollar","0","Units",,,199088766,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2011","2011","USD","US Dollar","0","Units",,,345875191,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2012","2012","USD","US Dollar","0","Units",,,298904908,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2013","2013","USD","US Dollar","0","Units",,,294283819,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2014","2014","USD","US Dollar","0","Units",,,336086831,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2015","2015","USD","US Dollar","0","Units",,,452609713,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2016","2016","USD","US Dollar","0","Units",,,616429482,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2017","2017","USD","US Dollar","0","Units",,,647335508,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2018","2018","USD","US Dollar","0","Units",,,737080457,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2019","2019","USD","US Dollar","0","Units",,,808651726,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2020","2020","USD","US Dollar","0","Units",,,943993878,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2009","2009","USD","US Dollar","0","Units",,,121114204,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2010","2010","USD","US Dollar","0","Units",,,204345216,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2011","2011","USD","US Dollar","0","Units",,,165993431,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2012","2012","USD","US Dollar","0","Units",,,147655364,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2013","2013","USD","US Dollar","0","Units",,,181517968,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2014","2014","USD","US Dollar","0","Units",,,177108096,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2015","2015","USD","US Dollar","0","Units",,,263576230,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2016","2016","USD","US Dollar","0","Units",,,225514657,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2017","2017","USD","US Dollar","0","Units",,,235757785,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2018","2018","USD","US Dollar","0","Units",,,295471470,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2019","2019","USD","US Dollar","0","Units",,,272506076,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2002","2002","USD","US Dollar","0","Units",,,7457000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2003","2003","USD","US Dollar","0","Units",,,7455000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2004","2004","USD","US Dollar","0","Units",,,4388000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2005","2005","USD","US Dollar","0","Units",,,5143000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2006","2006","USD","US Dollar","0","Units",,,5150000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2007","2007","USD","US Dollar","0","Units",,,6410000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2008","2008","USD","US Dollar","0","Units",,,7437000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2009","2009","USD","US Dollar","0","Units",,,10070000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2010","2010","USD","US Dollar","0","Units",,,8544291829,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2011","2011","USD","US Dollar","0","Units",,,8926891384,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2012","2012","USD","US Dollar","0","Units",,,10933000000,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2013","2013","USD","US Dollar","0","Units",,,13509000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2014","2014","USD","US Dollar","0","Units",,,12789000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2015","2015","USD","US Dollar","0","Units",,,13836000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2016","2016","USD","US Dollar","0","Units",,,14310696266,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2017","2017","USD","US Dollar","0","Units",,,16084000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2018","2018","USD","US Dollar","0","Units",,,17728000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2019","2019","USD","US Dollar","0","Units",,,19017500000,"E","Estimated value"
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2008","2008","USD","US Dollar","0","Units",,,513989795,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2009","2009","USD","US Dollar","0","Units",,,787341526,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2010","2010","USD","US Dollar","0","Units",,,810155468,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2011","2011","USD","US Dollar","0","Units",,,1077198123,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2012","2012","USD","US Dollar","0","Units",,,1498690838,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2013","2013","USD","US Dollar","0","Units",,,1750009994,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2014","2014","USD","US Dollar","0","Units",,,2238951891,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D32","Other manufacturing","2015","2015","USD","US Dollar","0","Units",,,2609723861,,
